"id","description","id.1","label","id.2","label.1","id.3","label.2","id.4","label.3","id.5","label.4","id.6","label.5","id.7","label.6","id.8","label.7","id.9","label.8","id.10","label.9","id","label"
"","","","","FR62","Midi-Pyrénées","","","","","","","","","","","OMR","Rial Omani","","","","","",""
"","","","","FRJ","Occitanie","","","","","","","","","","","PAB","Balboa","","","","","",""
"","","","","FR621","Ariège","","","","","","","","","","","PEN","Nuevo Sol","","","","","",""
"","","","","FR622","Aveyron","","","","","","","","","","","PGK","Kina","","","","","",""
"","","","","FR623","Haute-Garonne","","","","","","","","","","","PHP","Philippine Peso","","","","","",""
"","","","","FR624","Gers","","","","","","","","","","","PKR","Pakistan Rupee","","","","","",""
"","","","","FR625","Lot","","","","","","","","","","","PLN","Zloty","","","","","",""
"","","","","FR626","Hautes-Pyrénées","","","","","","","","","","","PTE","Portugese Escudo","","","","","",""
"","","","","FR627","Tarn","","","","","","","","","","","PYG","Guarani","","","","","",""
"","","","","FR628","Tarn-et-Garonne","","","","","","","","","","","QAR","Qatari Rial","","","","","",""
"","","","","FR63","Limousin","","","","","","","","","","","ROL","Romanian Leu (old)","","","","","",""
"","","","","FR631","Corrèze","","","","","","","","","","","RON","Romanian Leu","","","","","",""
"","","","","FR632","Creuse","","","","","","","","","","","RSD","Serbian Dinar","","","","","",""
"","","","","FR633","Haute-Vienne","","","","","","","","","","","RUB","Russian Ruble","","","","","",""
"","","","","FR71","Rhône-Alpes","","","","","","","","","","","RWF","Rwanda Franc","","","","","",""
"","","","","FRK","Auvergne-Rhône-Alpes","","","","","","","","","","","SAR","Saudi Riyal","","","","","",""
"","","","","FR711","Ain","","","","","","","","","","","SBD","Solomon Islands Dollar","","","","","",""
"","","","","FR712","Ardèche","","","","","","","","","","","SCR","Seychelles Rupee","","","","","",""
"","","","","FR713","Drôme","","","","","","","","","","","SDD","Sudanese Dinar","","","","","",""
"","","","","FR714","Isère","","","","","","","","","","","SDG","Sudanese Pound","","","","","",""
"","","","","FR715","Loire","","","","","","","","","","","SEK","Swedish Krona","","","","","",""
"","","","","FR716","Rhône","","","","","","","","","","","SGD","Singapore Dollar","","","","","",""
"","","","","FR717","Savoie","","","","","","","","","","","SHP","Saint Helena Pound","","","","","",""
"","","","","FR718","Haute-Savoie","","","","","","","","","","","SIT","Slovenian Tolar","","","","","",""
"","","","","FR72","Auvergne","","","","","","","","","","","SKK","Slovak Koruna","","","","","",""
"","","","","FR721","Allier","","","","","","","","","","","SLL","Leone","","","","","",""
"","","","","FR722","Cantal","","","","","","","","","","","SOS","Somali Shilling","","","","","",""
"","","","","FR723","Haute-Loire","","","","","","","","","","","SRD","Surinam Dollar","","","","","",""
"","","","","FR724","Puy-de-Dôme","","","","","","","","","","","SSP","South-Sudanese Pound","","","","","",""
"","","","","FR81","Languedoc-Roussillon ","","","","","","","","","","","STD","Dobra","","","","","",""
"","","","","FR811","Aude","","","","","","","","","","","SVC","El Salvador Colon","","","","","",""
"","","","","FR812","Gard","","","","","","","","","","","SYP","Syrian Pound","","","","","",""
"","","","","FR813","Hérault","","","","","","","","","","","SZL","Lilangeni","","","","","",""
"","","","","FR814","Lozère","","","","","","","","","","","THB","Baht","","","","","",""
"","","","","FR815","Pyrénées-Orientales","","","","","","","","","","","TJS","Somoni","","","","","",""
"","","","","FR82","Provence-Alpes-Côte d'Azur","","","","","","","","","","","TMM","Turkmen Manat (old)","","","","","",""
"","","","","FRL","Provence-Alpes-Côte d’Azur","","","","","","","","","","","TMT","Turkmen Manat","","","","","",""
"","","","","FR821","Alpes-de-Haute-Provence","","","","","","","","","","","TND","Tunisian Dinar","","","","","",""
"","","","","FR822","Hautes-Alpes","","","","","","","","","","","TOP","Pa'anga","","","","","",""
"","","","","FR823","Alpes-Maritimes","","","","","","","","","","","TRL","Turkish Lira (old)","","","","","",""
"","","","","FR824","Bouches-du-Rhône","","","","","","","","","","","TRY","Turkish Lira","","","","","",""
"","","","","FR825","Var","","","","","","","","","","","TTD","Trinidad and Tobago Dollar","","","","","",""
"","","","","FR826","Vaucluse","","","","","","","","","","","TWD","New Taiwan Dollar","","","","","",""
"","","","","FR83","Corsica","","","","","","","","","","","TZS","Tanzanian Shilling","","","","","",""
"","","","","FRM","Corsica","","","","","","","","","","","UAH","Hryvnia","","","","","",""
"","","","","FR831","Corse-du-Sud","","","","","","","","","","","UGX","Uganda Shilling","","","","","",""
"","","","","FR832","Haute-Corse","","","","","","","","","","","USD","US Dollar","","","","","",""
"","","","","DEU","Germany","","","","","","","","","","","USN","Dollar (Next day)","","","","","",""
"","","","","DE1","Baden-Württemberg ","","","","","","","","","","","USS","Dollar (Same day)","","","","","",""
"","","","","DE2","Bavaria","","","","","","","","","","","UYI","Uruguay Peso en Unidades Indexadas","","","","","",""
"","","","","ME11R1","Guanajuato, R1","","","","","","","","","","","UYU","Peso Uruguayo","","","","","",""
"","","","","ME11","Guanajuato","","","","","","","","","","","UZS","Uzbekistan Sum","","","","","",""
"","","","","MEX","Mexico","","","","","","","","","","","VEB","Bolivar (old)","","","","","",""
"","","","","ME11R2","Guanajuato, R2","","","","","","","","","","","VEF","Bolivar fuerte","","","","","",""
"","","","","ME11R3","Guanajuato, R3","","","","","","","","","","","VND","Dong","","","","","",""
"","","","","ME11R4","Guanajuato, R4","","","","","","","","","","","VUV","Vatu","","","","","",""
"","","","","ME12","Guerrero","","","","","","","","","","","WST","Tala","","","","","",""
"","","","","ME12R1","Guerrero, R1","","","","","","","","","","","XAF","CFA Franc - BEAC","","","","","",""
"","","","","ME12R2","Guerrero, R2","","","","","","","","","","","XAG","Silver","","","","","",""
"","","","","ME12R3","Guerrero, R3","","","","","","","","","","","XAU","Gold","","","","","",""
"","","","","ME12R4","Guerrero, R4","","","","","","","","","","","XBA","Bond Markets Units European Composite Unit (EURCO)","","","","","",""
"","","","","ME12R5","Guerrero, R5","","","","","","","","","","","XBB","European Monetary Unit (E.M.U.-6)","","","","","",""
"","","","","ME12R6","Guerrero, R6","","","","","","","","","","","XBC","European Unit of Account 9 (E.U.A.-9)","","","","","",""
"","","","","ME12R7","Guerrero, R7","","","","","","","","","","","XBD","European Unit of Account 17 (E.U.A.-17)","","","","","",""
"","","","","ME13","Hidalgo","","","","","","","","","","","XCD","East Caribbean Dollar","","","","","",""
"","","","","ME13R1","Hidalgo, R1","","","","","","","","","","","XDR","Special Drawing Rights","","","","","",""
"","","","","ME13R10","Hidalgo, R10","","","","","","","","","","","XEU","European Currency Unit (ECU)","","","","","",""
"","","","","ME13R11","Hidalgo, R11","","","","","","","","","","","XFO","Gold-Franc","","","","","",""
"","","","","ME13R12","Hidalgo, R12","","","","","","","","","","","XFU","UIC-Franc","","","","","",""
"","","","","ME13R13","Hidalgo, R13","","","","","","","","","","","XOF","CFA Franc - BCEAO","","","","","",""
"","","","","ME13R2","Hidalgo, R2","","","","","","","","","","","XPD","Palladium","","","","","",""
"","","","","ME13R3","Hidalgo, R3","","","","","","","","","","","XPF","CFP Franc","","","","","",""
"","","","","ME13R4","Hidalgo, R4","","","","","","","","","","","XPT","Platinum","","","","","",""
"","","","","ME13R5","Hidalgo, R5","","","","","","","","","","","XTS","Code specifically reserved for testing purposes","","","","","",""
"","","","","ME13R6","Hidalgo, R6","","","","","","","","","","","XXX","Transactions whithout currency","","","","","",""
"","","","","ME13R7","Hidalgo, R7","","","","","","","","","","","YER","Yemeni Rial","","","","","",""
"","","","","ME13R8","Hidalgo, R8","","","","","","","","","","","ZAR","Rand","","","","","",""
"","","","","ME13R9","Hidalgo, R9","","","","","","","","","","","ZMK","Kwacha (old)","","","","","",""
"","","","","ME14","Jalisco","","","","","","","","","","","ZMW","Kwacha","","","","","",""
"","","","","ME14R1","Jalisco, R1","","","","","","","","","","","ZWD","Zimbabwe Dollar (before Sept.2008)","","","","","",""
"","","","","ME14R10","Jalisco, R10","","","","","","","","","","","ZWL","Zimbabwe Dollar (before Feb.2009)","","","","","",""
"","","","","ME14R2","Jalisco, R2","","","","","","","","","","","ZWR","Zimbabwe Dollar","","","","","",""
"","","","","ME14R3","Jalisco, R3","","","","","","","","","","","NATCUR","National currency","","","","","",""
"","","","","ME14R4","Jalisco, R4","","","","","","","","","","","SUBS","Subscriptions","","","","","",""
"","","","","ME14R5","Jalisco, R5","","","","","","","","","","","","","","","","","",""
"","","","","ME14R6","Jalisco, R6","","","","","","","","","","","","","","","","","",""
"","","","","ME14R7","Jalisco, R7","","","","","","","","","","","","","","","","","",""
"","","","","ME14R8","Jalisco, R8","","","","","","","","","","","","","","","","","",""
"","","","","ME14R9","Jalisco, R9","","","","","","","","","","","","","","","","","",""
"","","","","ME15","Mexico","","","","","","","","","","","","","","","","","",""
"","","","","ME15R1","Mexico, R1","","","","","","","","","","","","","","","","","",""
"","","","","ME15R2","Mexico, R2","","","","","","","","","","","","","","","","","",""
"","","","","ME15R3","Mexico, R3","","","","","","","","","","","","","","","","","",""
"","","","","ME15R4","Mexico, R4","","","","","","","","","","","","","","","","","",""
"","","","","ME15R5","Mexico, R5","","","","","","","","","","","","","","","","","",""
"","","","","ME15R6","Mexico, R6","","","","","","","","","","","","","","","","","",""
"","","","","ME15R7","Mexico, R7","","","","","","","","","","","","","","","","","",""
"","","","","ME15R8","Mexico, R8","","","","","","","","","","","","","","","","","",""
"","","","","ME16","Michoacan","","","","","","","","","","","","","","","","","",""
"","","","","ME16R1","Michoacan, R1","","","","","","","","","","","","","","","","","",""
"","","","","ME16R2","Michoacan, R2","","","","","","","","","","","","","","","","","",""
"","","","","ME16R3","Michoacan, R3","","","","","","","","","","","","","","","","","",""
"","","","","ME16R4","Michoacan, R4","","","","","","","","","","","","","","","","","",""
"","","","","ME16R5","Michoacan, R5","","","","","","","","","","","","","","","","","",""
"","","","","ME16R6","Michoacan, R6","","","","","","","","","","","","","","","","","",""
"","","","","ME17","Morelos","","","","","","","","","","","","","","","","","",""
"","","","","ME17R1","Morelos, R1","","","","","","","","","","","","","","","","","",""
"","","","","ME17R2","Morelos, R2","","","","","","","","","","","","","","","","","",""
"","","","","ME17R3","Morelos, R3","","","","","","","","","","","","","","","","","",""
"","","","","ME17R4","Morelos, R4","","","","","","","","","","","","","","","","","",""
"","","","","ME17R5","Morelos, R5","","","","","","","","","","","","","","","","","",""
"","","","","ME17R6","Morelos, R6","","","","","","","","","","","","","","","","","",""
"","","","","ME17R7","Morelos, R7","","","","","","","","","","","","","","","","","",""
"","","","","ME18","Nayarit","","","","","","","","","","","","","","","","","",""
"","","","","ME18R1","Nayarit, R1","","","","","","","","","","","","","","","","","",""
"","","","","ME18R2","Nayarit, R2","","","","","","","","","","","","","","","","","",""
"","","","","ME18R3","Nayarit, R3","","","","","","","","","","","","","","","","","",""
"","","","","ME18R4","Nayarit, R4","","","","","","","","","","","","","","","","","",""
"","","","","ME18R5","Nayarit, R5","","","","","","","","","","","","","","","","","",""
"","","","","ME19","Nuevo Leon","","","","","","","","","","","","","","","","","",""
"","","","","ME19R1","Nuevo Leon, R1","","","","","","","","","","","","","","","","","",""
"","","","","ME19R2","Nuevo Leon, R2","","","","","","","","","","","","","","","","","",""
"","","","","ME19R3","Nuevo Leon, R3","","","","","","","","","","","","","","","","","",""
"","","","","ME19R4","Nuevo Leon, R4","","","","","","","","","","","","","","","","","",""
"","","","","ME19R5","Nuevo Leon, R5","","","","","","","","","","","","","","","","","",""
"","","","","ME19R6","Nuevo Leon, R6","","","","","","","","","","","","","","","","","",""
"","","","","ME19R7","Nuevo Leon, R7","","","","","","","","","","","","","","","","","",""
"","","","","ME20","Oaxaca","","","","","","","","","","","","","","","","","",""
"","","","","ME20R1","Oaxaca, R1","","","","","","","","","","","","","","","","","",""
"","","","","ME20R2","Oaxaca, R2","","","","","","","","","","","","","","","","","",""
"","","","","ME20R3","Oaxaca, R3","","","","","","","","","","","","","","","","","",""
"","","","","ME20R4","Oaxaca, R4","","","","","","","","","","","","","","","","","",""
"","","","","ME20R5","Oaxaca, R5","","","","","","","","","","","","","","","","","",""
"","","","","ME20R6","Oaxaca, R6","","","","","","","","","","","","","","","","","",""
"","","","","ME20R7","Oaxaca, R7","","","","","","","","","","","","","","","","","",""
"","","","","ME20R8","Oaxaca, R8","","","","","","","","","","","","","","","","","",""
"","","","","ME21","Puebla","","","","","","","","","","","","","","","","","",""
"","","","","ME21R1","Puebla, R1","","","","","","","","","","","","","","","","","",""
"","","","","ME21R2","Puebla, R2","","","","","","","","","","","","","","","","","",""
"","","","","ME21R3","Puebla, R3","","","","","","","","","","","","","","","","","",""
"","","","","ME21R4","Puebla, R4","","","","","","","","","","","","","","","","","",""
"","","","","ME21R5","Puebla, R5","","","","","","","","","","","","","","","","","",""
"","","","","ME21R6","Puebla, R6","","","","","","","","","","","","","","","","","",""
"","","","","ME21R7","Puebla, R7","","","","","","","","","","","","","","","","","",""
"","","","","ME22","Queretaro","","","","","","","","","","","","","","","","","",""
"","","","","ME22R1","Queretaro, R1","","","","","","","","","","","","","","","","","",""
"","","","","ME22R2","Queretaro, R2","","","","","","","","","","","","","","","","","",""
"","","","","ME22R3","Queretaro, R3","","","","","","","","","","","","","","","","","",""
"","","","","ME22R4","Queretaro, R4","","","","","","","","","","","","","","","","","",""
